key,child_driv,age,children,yoj,income,house_val,status,gender,edu_level,job,distance,car_use,vehicle_val,vehicle_type,clm_freq,revoked,mvr_pts,claim_amount,vehicle_age,claim_ind,area,state_code
8177,0,56,0,16,68849,504406,Yes,Mal,Bachelors,Professional,51,Private,10450,Pickup,3,No,4,242,,0,Highly Urban/ Urban,Berlin
8178,0,62,0,16,75255,855712,Yes,Fem,Bachelors,Clerical,71,Private,1500,unknown,4,Yes,1,245,,0,Highly Urban/ Urban,Bayern
8179,1,47,3,18,7192,47112,Yes,Fem,z_High School,Student,85,Private,6220,Sports Car,4,No,3,250,3,0,Highly Urban/ Urban,Nordrhein-Westfalen
8180,0,50,2,14,43189,173010,Yes,Fem,<High School,Clerical,66,Commercial,23020,Pickup,0,No,2,1565,3,1,Highly Urban/ Urban,Bayern
8181,0,33,2,13,,624234,z_No,Fem,<High School,Student,104,Private,14860,unknown,0,No,0,190,,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8182,2,47,2,,560,211849,Yes,Fem,<High School,Home Maker,85,Private,11910,unknown,2,Yes,6,8219,8,1,Highly Urban/ Urban,Nordrhein-Westfalen
8183,0,56,0,11,105379,551915,Yes,Fem,Masters,Professional,121,Commercial,20600,Pickup,2,No,4,316,22,0,Highly Urban/ Urban,Nordrhein-Westfalen
8184,2,69,4,22,174700,1211654,Yes,Fem,PhD,Manager,65,Private,26310,unknown,0,No,5,3596,19,1,Highly Urban/ Urban,Bayern
8185,0,61,1,14,66856,358244,Yes,Mal,Bachelors,Professional,103,Commercial,8970,Pickup,0,No,0,239,3,0,Highly Urban/ Urban,Bayern
8186,0,40,0,12,57586,334169,Yes,Fem,Bachelors,Manager,72,Private,11160,unknown,5,No,4,190,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8187,0,55,0,12,3360,294450,Yes,Fem,<High School,Student,77,Private,2860,unknown,0,Yes,2,314,8,0,z_Highly Rural/ Rural,Bayern
8188,0,69,0,13,106560,,z_No,Fem,PhD,Doctor,82,Private,10420,unknown,4,No,5,293,,0,Highly Urban/ Urban,Bayern
8189,0,53,0,15,112926,471120,z_No,Mal,Masters,Nurse,55,Private,17440,Minivan,2,Yes,7,266,20,0,Highly Urban/ Urban,Bayern
8190,0,30,0,12,35926,207704,Yes,Fem,z_High School,Clerical,75,Private,6790,unknown,2,No,0,261,11,0,z_Highly Rural/ Rural,Thueringen
8191,1,51,1,14,84602,746301,Yes,Fem,Masters,Nurse,100,Private,10320,unknown,3,No,2,2829,22,1,Highly Urban/ Urban,Bayern
8192,0,38,0,17,51064,488529,Yes,Fem,Masters,Nurse,89,Private,10310,unknown,4,No,7,5925,14,1,Highly Urban/ Urban,Bayern
8193,0,61,0,8,18951,,z_No,Fem,<High School,Student,106,Private,3300,Sports Car,2,No,0,219,6,0,z_Highly Rural/ Rural,Bayern
8194,0,52,0,13,46743,370937,Yes,Mal,PhD,Home Maker,50,Private,11320,Pickup,0,No,0,342,20,0,Highly Urban/ Urban,Bayern
8195,0,55,3,3,560,82446,Yes,Fem,z_High School,Student,72,Commercial,5950,unknown,2,No,5,8115,3,1,Highly Urban/ Urban,Bayern
8196,0,59,0,3,1360,408837,z_No,Fem,Masters,Home Maker,78,Private,15420,unknown,5,No,2,309,3,0,Highly Urban/ Urban,Hessen
8197,1,31,1,14,75721,500353,z_No,Fem,PhD,Doctor,93,Private,11220,unknown,6,No,5,8147,21,1,Highly Urban/ Urban,Thueringen
8198,0,27,0,16,52541,188448,z_No,Fem,z_High School,Teacher,104,Commercial,5400,unknown,0,No,4,256,10,0,z_Highly Rural/ Rural,Thueringen
8199,0,40,0,14,6550,343866,Yes,Mal,<High School,Clerical,72,Commercial,24770,Panel Truck,2,No,0,4005,3,1,Highly Urban/ Urban,Bayern
8200,0,60,0,15,143633,728019,Yes,Fem,Bachelors,Professional,75,Private,16930,unknown,2,No,4,303,12,0,Highly Urban/ Urban,Berlin
8201,0,75,0,,67764,553566,z_No,Mal,Bachelors,Professional,66,Private,21460,Van,5,Yes,6,298,9,0,Highly Urban/ Urban,Berlin
8202,0,55,0,12,13506,318006,z_No,Mal,<High School,Clerical,67,Private,1500,Minivan,3,No,0,1176,3,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
8203,0,64,0,17,50216,483543,Yes,Mal,Bachelors,Manager,79,Commercial,11430,Pickup,6,No,4,290,3,0,Highly Urban/ Urban,Sachsen-Anhalt
8204,0,69,0,15,78998,494230,Yes,Mal,Bachelors,Manager,63,Private,15810,Minivan,2,No,2,316,13,0,Highly Urban/ Urban,Sachsen-Anhalt
8205,1,37,1,6,155971,912795,z_No,Mal,Masters,Nurse,75,Private,21260,Van,0,No,2,367,21,0,Highly Urban/ Urban,Bayern
8206,0,52,0,13,32988,429897,z_No,Fem,z_High School,Clerical,86,Private,14860,unknown,0,No,4,7320,3,1,Highly Urban/ Urban,Thueringen
8207,0,53,0,14,50917,685806,z_No,Mal,Bachelors,Professional,67,Commercial,18710,Van,0,No,3,2451,4,1,Highly Urban/ Urban,Bayern
8208,0,47,4,17,87899,605896,Yes,Fem,Masters,,87,Private,13350,unknown,2,No,2,223,21,0,Highly Urban/ Urban,Thueringen
8209,0,52,0,16,31604,227754,Yes,Fem,PhD,Home Maker,77,Private,9460,unknown,4,No,7,220,12,0,Highly Urban/ Urban,Bayern
8210,0,40,0,12,39160,314356,z_No,Mal,z_High School,Clerical,96,Commercial,11200,Pickup,4,No,1,288,10,0,Highly Urban/ Urban,Thueringen
8211,0,93,0,14,,845535,z_No,Fem,z_High School,Home Maker,66,Private,10130,unknown,5,No,0,274,3,0,Highly Urban/ Urban,Berlin
8212,0,38,2,14,14251,328288,Yes,Fem,<High School,Home Maker,55,Commercial,26350,Pickup,2,No,4,3697,7,1,Highly Urban/ Urban,Nordrhein-Westfalen
8213,0,59,1,12,102297,754741,z_No,Mal,z_High School,Teacher,81,Commercial,11630,Pickup,2,No,0,278,8,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8214,0,47,3,17,8423,284161,Yes,Fem,Bachelors,Student,65,Private,5300,unknown,2,No,0,261,8,0,Highly Urban/ Urban,Bayern
8215,0,76,0,18,91494,678062,Yes,Fem,Masters,Nurse,77,Private,21250,Sports Car,2,No,3,383,19,0,Highly Urban/ Urban,Bayern
8216,0,44,0,15,33593,106002,Yes,Mal,z_High School,Student,53,Commercial,9160,Pickup,0,No,2,210,3,0,z_Highly Rural/ Rural,Bayern
8217,0,45,2,18,24257,29445,z_No,Fem,z_High School,Clerical,103,Private,7630,unknown,1,No,6,399,3,0,z_Highly Rural/ Rural,Bayern
8218,0,67,0,11,67262,774575,Yes,Fem,Masters,Nurse,69,Private,15580,unknown,2,No,2,371,23,0,z_Highly Rural/ Rural,Hessen
8219,0,58,0,19,101918,824430,Yes,Mal,PhD,Doctor,65,Private,18170,Minivan,2,No,3,262,16,0,Highly Urban/ Urban,Bayern
8220,0,67,0,16,70118,164892,z_No,Mal,Masters,Professional,69,Private,22680,Minivan,4,No,7,361,18,0,Highly Urban/ Urban,Bayern
8221,0,37,0,3,560,106002,z_No,Fem,<High School,Student,99,Commercial,20590,Pickup,5,No,1,256,3,0,z_Highly Rural/ Rural,Sachsen-Anhalt
8222,1,59,3,18,25461,94224,Yes,Fem,Bachelors,Student,92,Private,8410,unknown,2,No,2,341,9,0,z_Highly Rural/ Rural,Bayern
8223,0,63,0,14,63535,579376,z_No,Fem,Bachelors,Professional,69,Private,23130,Pickup,0,No,0,330,5,0,Highly Urban/ Urban,Bayern
8224,0,60,0,13,61482,347451,z_No,Fem,z_High School,Clerical,72,Private,19710,Sports Car,1,No,2,2358,9,1,z_Highly Rural/ Rural,Bayern
8225,0,36,2,17,22931,239094,Yes,Mal,<High School,Clerical,69,Private,21990,Van,0,No,5,2047,3,1,Highly Urban/ Urban,Sachsen-Anhalt
8226,0,85,0,,,,Yes,Fem,Bachelors,Professional,90,Private,33800,Minivan,1,No,2,338,13,0,Highly Urban/ Urban,Hessen
8227,0,42,0,14,80743,834959,z_No,Fem,Bachelors,Teacher,70,Commercial,16870,unknown,0,No,3,358,10,0,Highly Urban/ Urban,Nordrhein-Westfalen
8228,0,67,0,17,60675,630521,Yes,Mal,z_High School,Teacher,72,Commercial,8130,Pickup,2,No,2,6631,9,1,Highly Urban/ Urban,Nordrhein-Westfalen
8229,0,32,0,12,98568,456915,Yes,Mal,Bachelors,Teacher,126,Commercial,20160,Van,3,No,2,275,8,0,Highly Urban/ Urban,Bayern
8230,0,60,0,14,,678479,Yes,Mal,Masters,Professional,66,Private,23170,Minivan,0,No,2,317,20,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
8231,0,61,0,13,83596,182559,z_No,Fem,Masters,Manager,81,Private,16000,unknown,0,No,2,231,16,0,Highly Urban/ Urban,Bayern
8232,0,40,2,3,960,345127,Yes,Fem,z_High School,Student,105,Commercial,4500,unknown,0,Yes,3,5904,10,1,Highly Urban/ Urban,Hessen
8233,0,54,0,13,25325,365118,z_No,Mal,<High School,Teacher,71,Private,6300,Pickup,2,No,2,290,8,0,Highly Urban/ Urban,Bayern
8234,0,47,0,14,,846816,Yes,Mal,PhD,Nurse,68,Private,5400,Pickup,2,No,0,325,22,0,Highly Urban/ Urban,Sachsen
8235,0,54,1,16,23203,824460,z_No,Fem,Bachelors,Home Maker,50,Commercial,19470,Pickup,0,No,0,35858,12,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
8236,0,83,0,11,37914,94224,z_No,Mal,z_High School,Teacher,82,Commercial,10000,Pickup,2,No,5,3889,3,1,Highly Urban/ Urban,Bayern
8237,0,58,0,15,80889,411942,Yes,Mal,Bachelors,Manager,90,Private,37080,Minivan,2,Yes,0,282,8,0,Highly Urban/ Urban,Bayern
8238,0,65,0,11,109008,500064,z_No,Mal,Masters,Nurse,89,Private,17800,Van,0,No,4,396,,0,Highly Urban/ Urban,Hessen
8239,0,47,0,14,54856,657061,z_No,Fem,z_High School,Manager,86,Private,11570,Minivan,2,Yes,2,341,5,0,Highly Urban/ Urban,Bayern
8240,0,43,0,10,26250,194337,z_No,Fem,<High School,Clerical,81,Private,14750,unknown,2,No,9,307,3,0,z_Highly Rural/ Rural,Sachsen
8241,0,69,0,13,42884,47112,z_No,Fem,z_High School,Home Maker,96,Private,11150,unknown,2,No,0,358,9,0,z_Highly Rural/ Rural,Bayern
8242,0,57,0,3,1360,194337,z_No,Mal,z_High School,Student,69,Commercial,6200,Pickup,5,No,2,8932,3,1,z_Highly Rural/ Rural,Berlin
8243,0,70,0,8,15898,906906,z_No,Fem,Bachelors,Student,61,Private,6300,unknown,3,No,7,307,12,0,Highly Urban/ Urban,Sachsen
8244,0,34,1,10,28399,,Yes,Fem,z_High School,Teacher,71,Private,4500,unknown,2,No,2,625,3,1,Highly Urban/ Urban,Sachsen
8245,0,46,0,18,110396,364157,Yes,Fem,Bachelors,Professional,87,Commercial,1500,Sports Car,1,Yes,3,420,8,0,Highly Urban/ Urban,Berlin
8246,0,40,0,12,63250,228902,z_No,Fem,Bachelors,Teacher,67,Commercial,11530,Sports Car,3,No,8,9637,11,1,Highly Urban/ Urban,Berlin
8247,0,41,3,,4428,570001,Yes,Fem,z_High School,Home Maker,80,Private,5110,unknown,2,No,2,6112,9,1,Highly Urban/ Urban,Bayern
8248,0,45,0,11,178122,123669,z_No,Mal,PhD,Manager,98,Commercial,22110,Pickup,3,No,5,4652,21,1,Highly Urban/ Urban,Bayern
8249,0,49,1,15,80976,306228,z_No,Fem,Bachelors,Manager,81,Commercial,33550,Van,2,No,4,4294,9,1,Highly Urban/ Urban,Bayern
8250,0,41,3,16,31049,351571,Yes,Mal,z_High School,Professional,81,Commercial,31510,Panel Truck,1,No,4,4696,3,1,Highly Urban/ Urban,Bayern
8251,0,88,0,,72800,454700,Yes,Fem,Bachelors,Manager,78,Private,7500,unknown,1,No,6,2980,15,1,Highly Urban/ Urban,Bayern
8252,0,71,0,11,24615,249440,Yes,Mal,<High School,Teacher,85,Commercial,9340,Pickup,3,Yes,4,8945,9,1,Highly Urban/ Urban,Bayern
8253,1,27,2,15,106234,194337,z_No,Fem,Masters,Nurse,50,Private,30620,Pickup,2,No,1,273,15,0,Highly Urban/ Urban,Nordrhein-Westfalen
8254,0,42,0,12,134020,412230,z_No,Fem,PhD,Nurse,89,Private,5400,Sports Car,2,No,3,3763,20,1,Highly Urban/ Urban,Nordrhein-Westfalen
8255,0,30,2,16,68128,441675,z_No,Fem,Bachelors,Professional,81,Private,15570,Minivan,2,Yes,0,5879,11,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
8256,1,40,1,18,63454,439671,Yes,Fem,Bachelors,Clerical,115,Private,23120,Sports Car,4,Yes,4,295,16,0,Highly Urban/ Urban,Hessen
8257,3,33,3,3,560,265005,Yes,Fem,z_High School,Student,79,Private,5990,unknown,0,No,0,298,3,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
8258,0,59,0,8,33537,986694,Yes,Mal,Bachelors,Professional,106,Commercial,16600,Van,0,No,2,280,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8259,0,69,0,16,67482,636012,z_No,Fem,z_High School,Teacher,81,Commercial,19860,unknown,5,Yes,0,4026,13,1,Highly Urban/ Urban,Bayern
8260,1,41,2,15,73565,505421,Yes,Fem,Bachelors,Professional,50,Private,15800,unknown,0,No,2,379,8,0,Highly Urban/ Urban,Nordrhein-Westfalen
8261,1,50,2,10,3974,147225,Yes,Mal,<High School,Student,54,Private,10840,Minivan,3,No,0,321,,0,Highly Urban/ Urban,Thueringen
8262,0,29,2,15,88722,866257,z_No,Mal,Bachelors,Clerical,95,Commercial,23970,Panel Truck,0,No,2,270,5,0,z_Highly Rural/ Rural,Bayern
8263,0,67,0,15,109184,453453,z_No,Fem,Masters,Nurse,80,Private,27010,Minivan,2,No,7,238,21,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8264,0,47,1,11,20182,217893,z_No,Fem,z_High School,Student,84,Commercial,25620,Pickup,6,No,5,320,8,0,z_Highly Rural/ Rural,Bayern
8265,0,63,0,15,180496,646267,z_No,Mal,PhD,Doctor,90,Private,25550,Minivan,0,No,3,343,21,0,Highly Urban/ Urban,Hessen
8266,0,64,0,11,130121,460038,Yes,Mal,Bachelors,Professional,91,Private,19660,Minivan,0,No,3,275,14,0,Highly Urban/ Urban,Bayern
8267,0,50,0,15,101006,445046,Yes,Fem,<High School,Teacher,83,Private,14810,unknown,2,No,2,274,8,0,z_Highly Rural/ Rural,Bayern
8268,0,31,3,13,23861,423512,Yes,Mal,z_High School,Clerical,94,Private,13200,Minivan,2,Yes,3,1508,8,1,Highly Urban/ Urban,Berlin
8269,0,22,1,16,190053,141336,z_No,Mal,PhD,,72,Commercial,33600,Panel Truck,1,No,0,361,9,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8270,0,44,2,12,32235,459960,Yes,Fem,z_High School,Teacher,70,Commercial,4800,unknown,0,Yes,2,607,,1,Highly Urban/ Urban,Bayern
8271,0,56,1,17,46513,529519,z_No,Fem,Bachelors,Clerical,71,Private,13730,unknown,3,No,5,233,12,0,Highly Urban/ Urban,Rheinland-Pfalz
8272,0,64,0,3,560,235560,z_No,Fem,Bachelors,Home Maker,98,Private,6100,unknown,6,No,9,6915,14,1,Highly Urban/ Urban,Bayern
8273,1,47,2,16,33266,335416,Yes,Mal,<High School,Teacher,119,Commercial,11120,Pickup,0,No,2,312,3,0,Highly Urban/ Urban,Brandenburg
8274,0,54,0,18,95002,451307,Yes,Mal,Bachelors,Manager,86,Commercial,32660,Panel Truck,0,No,0,197,14,0,Highly Urban/ Urban,Bayern
8275,0,54,0,13,37075,270715,Yes,Mal,z_High School,Teacher,91,Commercial,11410,Pickup,0,No,5,1925,,1,Highly Urban/ Urban,Hessen
8276,0,44,0,16,31818,76557,z_No,Fem,<High School,Clerical,82,Private,5700,unknown,3,No,0,346,3,0,Highly Urban/ Urban,Sachsen
8277,0,44,2,12,7644,123669,z_No,Mal,<High School,Clerical,78,Private,17300,Van,1,No,7,207,7,0,Highly Urban/ Urban,Bayern
8278,0,84,0,3,560,,Yes,Fem,z_High School,Home Maker,82,Private,1500,unknown,2,No,0,288,6,0,Highly Urban/ Urban,Thueringen
8279,0,67,0,16,152374,579605,z_No,Fem,PhD,Doctor,80,Private,11440,unknown,2,No,3,406,16,0,Highly Urban/ Urban,Sachsen-Anhalt
8280,0,73,0,16,24790,1002379,Yes,Mal,<High School,Teacher,53,Private,5470,Pickup,0,No,2,226,3,0,z_Highly Rural/ Rural,Berlin
8281,0,57,0,13,123783,176670,z_No,Mal,Masters,,79,Commercial,24380,Panel Truck,3,No,0,4043,13,1,Highly Urban/ Urban,Thueringen
8282,0,47,0,17,85174,344071,Yes,Mal,Masters,,82,Commercial,38420,Panel Truck,0,Yes,4,329,,0,Highly Urban/ Urban,Berlin
8283,0,36,0,13,40303,,Yes,Fem,z_High School,Teacher,77,Commercial,10010,unknown,1,No,6,262,13,0,Highly Urban/ Urban,Nordrhein-Westfalen
8284,0,54,0,14,31143,105476,Yes,Fem,Masters,Home Maker,62,Private,8820,unknown,0,No,4,316,,0,Highly Urban/ Urban,Thueringen
8285,1,58,2,19,123558,784060,Yes,Fem,PhD,Home Maker,93,Private,28800,Pickup,3,No,4,2292,14,1,Highly Urban/ Urban,Bayern
8286,0,32,0,3,960,569827,Yes,Mal,<High School,Student,66,Private,1500,Minivan,2,No,2,342,9,0,Highly Urban/ Urban,Bayern
8287,0,76,2,20,51878,589779,Yes,Mal,Bachelors,Professional,61,Private,13080,Minivan,0,No,0,256,7,0,Highly Urban/ Urban,Hessen
8288,1,56,1,17,36539,327605,Yes,Mal,<High School,Clerical,69,Private,13830,Minivan,0,No,2,319,8,0,Highly Urban/ Urban,Bayern
8289,0,79,0,,89672,487019,z_No,Fem,Bachelors,Professional,94,Private,16310,unknown,2,No,6,308,13,0,Highly Urban/ Urban,Bayern
8290,0,66,1,15,106996,319152,Yes,Fem,Masters,Professional,82,Private,12100,unknown,0,No,2,244,21,0,Highly Urban/ Urban,Bayern
8291,0,58,0,12,37208,501127,z_No,Mal,Bachelors,Clerical,92,Private,11980,Minivan,2,No,0,218,14,0,Highly Urban/ Urban,Bayern
8292,0,55,0,15,50511,531021,Yes,Fem,Bachelors,Professional,69,Private,6300,unknown,1,No,2,1422,,1,Highly Urban/ Urban,Bayern
8293,0,77,0,16,64990,598282,Yes,Mal,Masters,Nurse,69,Private,7900,Minivan,0,Yes,2,350,15,0,Highly Urban/ Urban,Sachsen
8294,0,53,0,13,98457,76557,z_No,Fem,PhD,Doctor,71,Private,20970,Minivan,2,No,6,352,15,0,Highly Urban/ Urban,Bayern
8295,0,39,0,16,39608,429804,Yes,Mal,Bachelors,Professional,109,Private,22670,Minivan,3,No,5,286,9,0,Highly Urban/ Urban,Hessen
8296,0,48,0,14,45030,574870,z_No,Fem,z_High School,Teacher,70,Commercial,9970,unknown,2,No,2,309,,0,Highly Urban/ Urban,Bayern
8297,0,29,2,3,560,441675,Yes,Mal,Bachelors,Student,90,Commercial,21380,Van,1,No,7,4468,9,1,Highly Urban/ Urban,Bayern
8298,0,71,1,21,31491,499632,Yes,Fem,z_High School,Teacher,80,Commercial,6600,unknown,3,Yes,8,4664,3,1,Highly Urban/ Urban,Hessen
8299,1,42,3,21,8656,371007,Yes,Mal,<High School,Student,88,Private,9790,Pickup,2,No,0,342,3,0,Highly Urban/ Urban,Hessen
8300,0,54,0,16,55804,326207,Yes,Mal,Bachelors,Professional,50,Private,21060,Van,0,No,2,283,13,0,Highly Urban/ Urban,Berlin
8301,0,63,1,18,62146,322344,Yes,Fem,z_High School,Professional,61,Private,20340,unknown,2,No,1,272,3,0,Highly Urban/ Urban,Bayern
8302,0,43,1,14,201135,247338,z_No,Fem,PhD,,50,Private,18820,unknown,2,Yes,0,282,15,0,Highly Urban/ Urban,Bayern
8303,0,68,0,17,115382,,Yes,Fem,Masters,Nurse,78,Private,23350,unknown,1,No,0,350,18,0,Highly Urban/ Urban,Bayern
8304,0,64,0,14,107129,53001,z_No,Fem,Bachelors,Manager,58,Private,21650,Minivan,2,No,3,231,12,0,Highly Urban/ Urban,Hessen
8305,0,59,4,15,81835,593273,Yes,Fem,Bachelors,Professional,84,Private,9550,unknown,0,Yes,6,374,9,0,Highly Urban/ Urban,Bayern
8306,0,55,0,10,4594,,Yes,Fem,z_High School,Student,85,Commercial,6500,unknown,0,No,2,122,9,0,z_Highly Rural/ Rural,Sachsen
8307,0,65,0,15,37504,694872,Yes,Fem,z_High School,Professional,102,Private,15670,unknown,0,No,4,290,3,0,z_Highly Rural/ Rural,Bayern
8308,0,29,4,15,59608,259116,z_No,Mal,PhD,,70,Private,14380,Minivan,2,No,2,2872,,1,Highly Urban/ Urban,Bayern
8309,0,54,0,14,56891,1469601,Yes,Mal,<High School,Teacher,89,Private,21130,Van,2,No,5,264,6,0,z_Highly Rural/ Rural,Bayern
8310,0,70,0,10,87807,293668,z_No,Mal,Masters,Professional,78,Commercial,23210,Panel Truck,0,No,0,294,8,0,z_Highly Rural/ Rural,Bayern
8311,0,67,0,14,48080,1112107,Yes,Fem,z_High School,Teacher,75,Commercial,22000,Sports Car,0,No,1,376,10,0,z_Highly Rural/ Rural,Berlin
8312,0,56,0,17,135527,482681,Yes,Fem,Masters,Manager,76,Private,20580,Pickup,2,No,2,336,20,0,Highly Urban/ Urban,Bayern
8313,0,58,0,15,,230650,Yes,Fem,Bachelors,Manager,58,Private,29940,Van,2,No,2,260,7,0,Highly Urban/ Urban,Bayern
8314,2,70,3,20,31142,484855,Yes,Fem,z_High School,Manager,70,Private,20610,Sports Car,0,No,4,5670,10,1,Highly Urban/ Urban,Hessen
8315,0,59,0,12,40629,382785,z_No,Mal,Bachelors,Student,73,Commercial,12070,Minivan,5,No,7,8392,,1,Highly Urban/ Urban,Sachsen
8316,0,43,1,14,23361,117780,z_No,Fem,<High School,Teacher,78,Private,7440,Sports Car,5,Yes,6,5447,6,1,Highly Urban/ Urban,Bayern
8317,0,66,0,,58974,435515,Yes,Fem,Bachelors,Professional,78,Commercial,22250,Van,3,No,0,330,3,0,Highly Urban/ Urban,Thueringen
8318,0,76,0,14,91309,458555,Yes,Fem,Masters,Manager,85,Private,30200,Minivan,2,No,3,310,8,0,Highly Urban/ Urban,Bayern
8319,0,41,0,15,120990,380042,z_No,Fem,Masters,Professional,51,Private,6200,unknown,3,No,5,229,18,0,Highly Urban/ Urban,Bayern
8320,0,57,1,,6166,269258,Yes,Fem,z_High School,Student,70,Commercial,5980,unknown,3,No,6,257,12,0,Highly Urban/ Urban,Brandenburg
8321,0,62,0,8,79334,675748,Yes,Mal,z_High School,Teacher,72,Commercial,9730,Minivan,0,No,3,291,3,0,Highly Urban/ Urban,Bayern
8322,0,61,0,14,13529,235560,z_No,Fem,<High School,Student,71,Private,13340,unknown,1,No,4,320,6,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8323,0,63,0,17,82453,,Yes,Mal,Bachelors,Teacher,89,Commercial,35340,Minivan,1,No,13,326,9,0,Highly Urban/ Urban,Thueringen
8324,0,69,0,12,71752,469319,Yes,Fem,Masters,Nurse,53,Private,6360,unknown,2,No,0,348,22,0,Highly Urban/ Urban,Nordrhein-Westfalen
8325,1,37,2,3,960,836238,Yes,Mal,z_High School,Student,66,Commercial,12360,Minivan,2,Yes,11,320,3,0,z_Highly Rural/ Rural,Sachsen
8326,0,78,0,18,99283,793942,Yes,Fem,Bachelors,Manager,66,Private,11330,unknown,0,No,2,257,13,0,Highly Urban/ Urban,Bayern
8327,0,61,0,19,60491,,Yes,Mal,Bachelors,Clerical,76,Private,13770,Minivan,2,No,4,373,,0,z_Highly Rural/ Rural,Bayern
8328,1,45,2,13,138838,712569,z_No,Mal,PhD,Manager,75,Commercial,33920,Panel Truck,0,No,2,327,16,0,Highly Urban/ Urban,Bayern
8329,0,79,2,16,61246,926165,Yes,Fem,Bachelors,Teacher,88,Commercial,13130,unknown,0,No,0,320,13,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
8330,0,23,2,9,6371,88335,Yes,Mal,<High School,Student,68,Commercial,28600,Panel Truck,3,No,6,353,3,0,z_Highly Rural/ Rural,Thueringen
8331,0,34,1,13,47564,347216,z_No,Mal,z_High School,Teacher,100,Commercial,8760,Minivan,1,No,9,9606,3,1,Highly Urban/ Urban,Berlin
8332,0,59,2,3,960,388144,Yes,Fem,<High School,Home Maker,55,Private,5400,Sports Car,2,No,0,4407,3,1,Highly Urban/ Urban,Bayern
8333,0,65,0,14,107156,631813,Yes,Fem,Masters,Nurse,66,Private,26880,Sports Car,5,Yes,0,4796,14,1,Highly Urban/ Urban,Thueringen
8334,0,55,3,,71258,,Yes,Fem,z_High School,Teacher,91,Commercial,11730,unknown,4,No,9,2291,8,1,Highly Urban/ Urban,Bayern
8335,0,64,0,19,50228,574275,Yes,Mal,Masters,,65,Commercial,17810,Van,4,No,3,359,14,0,Highly Urban/ Urban,Bayern
8336,1,52,2,3,960,70668,z_No,Fem,z_High School,Home Maker,50,Private,5400,Sports Car,3,No,6,5085,8,1,Highly Urban/ Urban,Bayern
8337,0,63,0,15,34130,342311,z_No,Mal,Bachelors,Clerical,89,Private,8520,Minivan,0,No,5,328,13,0,z_Highly Rural/ Rural,Hessen
8338,0,52,0,10,115829,647905,z_No,Fem,Masters,Nurse,50,Private,6300,unknown,4,No,0,175,17,0,Highly Urban/ Urban,Bayern
8339,0,53,1,15,5666,498100,z_No,Fem,Bachelors,Home Maker,65,Private,13240,unknown,2,No,2,389,11,0,Highly Urban/ Urban,Hessen
8340,0,48,0,13,21798,58890,z_No,Mal,<High School,Clerical,84,Private,14410,Minivan,1,No,7,3323,9,1,Highly Urban/ Urban,Brandenburg
8341,0,60,0,15,60074,379689,Yes,Fem,Bachelors,Manager,62,Private,11560,unknown,0,No,3,269,12,0,Highly Urban/ Urban,Bayern
8342,0,69,0,7,84071,307931,z_No,Mal,Bachelors,Manager,76,Commercial,18610,Van,2,No,2,340,9,0,Highly Urban/ Urban,Sachsen-Anhalt
8343,0,39,0,3,560,718458,z_No,Fem,z_High School,Student,98,Commercial,22180,Sports Car,0,No,2,284,3,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
8344,0,79,0,15,84568,695250,Yes,Fem,Bachelors,Teacher,94,Commercial,22280,Pickup,0,No,2,243,15,0,Highly Urban/ Urban,Hessen
8345,1,52,4,19,51782,526300,Yes,Fem,z_High School,Clerical,91,Private,13540,unknown,2,No,2,279,3,0,z_Highly Rural/ Rural,Bayern
8346,0,54,0,18,24732,200458,Yes,Mal,z_High School,Clerical,70,Commercial,23860,Panel Truck,0,No,0,240,3,0,z_Highly Rural/ Rural,Bayern
8347,0,62,0,12,88476,795542,Yes,Mal,Masters,Professional,82,Private,13790,Sports Car,0,No,2,254,16,0,Highly Urban/ Urban,Thueringen
8348,0,59,2,3,560,88335,Yes,Mal,<High School,Student,106,Private,1500,Minivan,2,No,0,333,,0,Highly Urban/ Urban,Bayern
8349,0,41,0,16,104961,117780,z_No,Mal,Masters,Manager,54,Commercial,11900,Pickup,0,No,6,316,16,0,Highly Urban/ Urban,Thueringen
8350,0,20,2,16,35823,676370,Yes,Fem,<High School,Teacher,86,Commercial,10620,Minivan,2,No,5,289,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
8351,0,61,0,14,67099,215732,z_No,Mal,PhD,Doctor,56,Private,10600,Pickup,2,No,0,248,16,0,Highly Urban/ Urban,Bayern
8352,0,47,0,11,62737,437968,Yes,Mal,z_High School,Teacher,79,Commercial,7300,Pickup,3,No,2,366,10,1,Highly Urban/ Urban,Bayern
